web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551709583-2404","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","J2EE Developer / Sr J2EE Developer","https://www.naukri.com/job-listings-J2EE-Developer-Sr-J2EE-Developer-SCG-Placements-Delhi-NCR-3-to-8-years-270219003346?src=premjobsearchDesk&sid=15517095509489&xp=29&px=28","J2EE Developer / Sr J2EE Developer","SCG Placements","Delhi NCR","jpa     hibernate     spring boot     jms     core java     j2ee     spring framework     javascript     xml     message queue     rest     java     sql     JSON","3 - 8 yrs"
"1551706915-1466","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Software Principal Engineer","https://www.naukri.com/job-listings-Software-Principal-Engineer-Dell-International-Services-India-Private-Limited-Bengaluru-10-to-12-years-270219903703?src=premjobsearchDesk&sid=15517068517602&xp=17&px=47","Software Principal Engineer","Dell International Services India  Private Limited","Bengaluru","application architecture     code review     unit testing     architectural design     problem solving     Core JAVA     designing     Spring MVC     Hibernate     JPA     JUnit     XML     ANT","10 - 12 yrs"
"1551710960-2899","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Tech Lead ( Java, Spring Boot, Spring ) - Product Development - Urgent","https://www.naukri.com/job-listings-Tech-Lead-Java-Spring-Boot-Spring-Product-Development-Urgent-Brainsearch-Consulting-Pvt-Ltd-Bengaluru-3-to-5-years-010219008482?src=premjobsearchDesk&sid=15517109462706&xp=34&px=8","Tech Lead ( Java, Spring Boot, Spring ) - Product Development - Urgent","Brainsearch Consulting Pvt Ltd","Bengaluru","Java     Spring Boot     Product Development     Microservices     Webservices     REST API platforms     Mongo DB     No - SQL     Spring Mvc     Data Structures     Algorithms","3 - 5 yrs"
"1551709277-2298","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Nagarro Hiring Lead, Technology ( Power BI) For Gurgaon","https://www.naukri.com/job-listings-Nagarro-Hiring-Lead-Technology-Power-BI-For-Gurgaon-Nagarro-Software-Pvt-Ltd-Gurgaon-5-to-8-years-130219008114?src=premjobsearchDesk&sid=1551709259239&xp=35&px=30","Nagarro Hiring Lead, Technology ( Power BI) For Gurgaon","Nagarro Software Pvt. Ltd","Gurgaon","ssas     ssis     ssrs     power bi     data warehousing     data modeling     SQL     Dimensional Modelling     Informatica     ETL","5 - 8 yrs"
"1551709112-2246","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Quality Assurance Engineer - Mobile/functional Testing","https://www.naukri.com/job-listings-Quality-Assurance-Engineer-Mobile-functional-Testing-Sourcebits-Technologies-Bengaluru-5-to-9-years-260219901921?src=premjobsearchDesk&sid=15517090989091&xp=37&px=31","Quality Assurance Engineer - Mobile/functional Testing","Sourcebits Technologies","Bengaluru","Writing Test Cases     Functional Testing     Test Data     Defect Management     Defect Tracking     Test Planning     Quality Assurance Engineering     QA     Performance Testing     Application Testing","5 - 9 yrs"
"1551707824-1803","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Consultant - Analytics - Retail/ecommerce/telecom - Iit/nit/iisc","https://www.naukri.com/job-listings-Consultant-Analytics-Retail-ecommerce-telecom-Iit-nit-iisc-Change-Leaders-Bengaluru-4-to-7-years-280219901418?src=premjobsearchDesk&sid=15517077946212&xp=30&px=40","Consultant - Analytics - Retail/ecommerce/telecom - Iit/nit/iisc","Change Leaders","Bengaluru","Analytics     Consultant - Analytics     Linear Regression     Logistic Regression     Clustering     Time Series Forecasting     R     SAS     SQL","4 - 7 yrs"
"1551708108-1903","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Principal Performance Engineer","https://www.naukri.com/job-listings-Principal-Performance-Engineer-Ad-Astra-Consultants-Private-Limited-Hyderabad-10-to-15-years-140219003255?src=premjobsearchDesk&sid=15517080816325&xp=30&px=38","Principal Performance Engineer","Ad Astra Consultants Private Limited.  hiring for One of the multi national Product Development Firms","Hyderabad","java     ansible     nosql     appdynamics     docker     scalability     dynatrace     graphite     python     Performance Engineering     Tuning     Monitoring     WebPageTest     Pagespeed     Yslow     SaaS     AWS     Ngnix     .Net CLR     Splunk","10 - 15 yrs"
"1551710497-2729","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Senior Android Developer-retail Stores Experience- CTC Upto 25 lpa","https://www.naukri.com/job-listings-Senior-Android-Developer-retail-Stores-Experience-CTC-Upto-25-lpa-JOBS-n-TA-HR-Services-Bengaluru-5-to-10-years-290818006569?src=premjobsearchDesk&sid=15517104022703&xp=4&px=22","Senior Android Developer-retail Stores Experience- CTC Upto 25 lpa","JOBS n TA HR Services","Bengaluru","Android     Java     JDK     ANDROID SDK     android ui     android developer     senior android developer     retail stores     opengl     NDK     Java Developer","5 - 10 yrs"
"1551709193-2271","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","PHP / Magento Developer","https://www.naukri.com/job-listings-PHP-Magento-Developer-Ziffity-Solutions-Pvt-Ltd-Chennai-2-to-7-years-281218001301?src=premjobsearchDesk&sid=15517090989091&xp=12&px=31","PHP / Magento Developer","Ziffity Solutions Pvt Ltd","Chennai","Magento     PHP     MySQL     User Experience     core php     zend     codeigniter     laravel     ecommerce     oscommerce     object oriented programming     javascript     mvc     html     css     payment gateways","2 - 7 yrs"
"1551708447-2023","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Lead Software Engineering","https://www.naukri.com/job-listings-Lead-Software-Engineering-Lowe-s-Services-India-Private-limited-Bengaluru-5-to-8-years-250219902602?src=premjobsearchDesk&sid=15517083601050&xp=10&px=36","null","null","null","null","null"
"1551710522-2737","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Business Analyst with BPM and Java  Hiring @ FIS Chennai","https://www.naukri.com/job-listings-Business-Analyst-with-BPM-and-Java-Hiring-FIS-Chennai-FIS-Global-Business-Solutions-India-Pvt-Ltd-Chennai-5-to-10-years-080119005322?src=premjobsearchDesk&sid=15517105371288&xp=46&px=21","null","null","null","null","null"
"1551710978-2905","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Hiring For Java Developer","https://www.naukri.com/job-listings-Hiring-For-Java-Developer-Prophr-Solutions-Gurgaon-6-to-11-years-150219000401?src=premjobsearchDesk&sid=15517109462706&xp=28&px=8","Hiring For Java Developer","Prophr Solutions","Gurgaon","java     J2Ee     Core Java     springs     Struts     Hibernate     NoSQL     Cassandra     Redis","6 - 11 yrs"
"1551711157-2968","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Senior Java Developer - Spring/hibernate","https://www.naukri.com/job-listings-Senior-Java-Developer-Spring-hibernate-TalentStack-The-Hiring-Story-Bengaluru-3-to-6-years-040319002165?src=premjobsearchDesk&sid=15517110881881&xp=15&px=3","Senior Java Developer - Spring/hibernate","TalentStack/The Hiring Story","Bengaluru","Hibernate     Spring Framework     Java EE     JEE     Design Patterns     MongoDB     Software Development     AWS     Continuous Integration     Transaction Management     Java","3 - 6 yrs"
"1551708558-2060","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Senior Technical Architect (java / or and / .net)","https://www.naukri.com/job-listings-Senior-Technical-Architect-java-or-and-net-Anlage-Infotech-I-Pvt-Ltd-Pune-10-to-18-years-260219003979?src=premjobsearchDesk&sid=15517085062925&xp=23&px=35","Senior Technical Architect (java / or and / .net)","Anlage Infotech (I) Pvt. Ltd.","Pune","Senior Technical Architect     senior tech architect     senior tech architecture     senior tech technical architect     Java Architecture     .Net Architect     software architect     software architecture     Hands - on     Individual Contributor","10 - 18 yrs"
"1551708513-2044","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","UI Architect/ Senior UI Developer - Html5/ JavaScript","https://www.naukri.com/job-listings-UI-Architect-Senior-UI-Developer-Html5-JavaScript-Axim-Technologies-Bengaluru-3-to-7-years-260219000460?src=premjobsearchDesk&sid=15517085062925&xp=39&px=35","UI Architect/ Senior UI Developer - Html5/ JavaScript","Axim Technologies","Bengaluru","Javascript     CSS     UI Development     Bootstrap     Html5     React.Js     Web Development     Cordova     UX     Titanium","3 - 7 yrs"
"1551710807-2847","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Microsoft BOT Framework","https://www.naukri.com/job-listings-Microsoft-BOT-Framework-Accenture-Bengaluru-4-to-6-years-250219901998?src=premjobsearchDesk&sid=15517108017793&xp=36&px=19","null","null","null","null","null"
"1551710393-2689","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Team Lead Quantitative Analytics","https://www.naukri.com/job-listings-Team-Lead-Quantitative-Analytics-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Bengaluru-2-to-6-years-280219900532?src=premjobsearchDesk&sid=15517104022703&xp=44&px=22","Team Lead Quantitative Analytics","Gartner India Research & Advisory Services Pvt Ltd","Bengaluru","Analytics     data science     Team Leader     Recruitment     SQL     Workflow     Publishing     Analytical     Graphics     Information technology","2 - 6 yrs"
"1551708878-2167","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Urgent Requirement // Front end Lead// Globallogic // BLR","https://www.naukri.com/job-listings-Urgent-Requirement-Front-end-Lead-Globallogic-BLR-Globallogic-India-Ltd-Bengaluru-7-to-10-years-260219009347?src=premjobsearchDesk&sid=15517088082922&xp=16&px=33","null","null","null","null","null"
"1551711239-2998","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Senior Product Manager - Design & Roadmap","https://www.naukri.com/job-listings-Senior-Product-Manager-Design-Roadmap-Careator-Technologies-Private-Limited-Bengaluru-5-to-10-years-040319900472?src=premjobsearchDesk&sid=15517112251550&xp=35&px=2","Senior Product Manager - Design & Roadmap","Careator Technologies Private Limited","Bengaluru","Accounting     Finance     Project Management     Auditing     Agile     User Experience     Product Management     Infrastructure Services     Strategy     Product Development","5 - 10 yrs"
"1551707450-1668","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Apps Development Sr Manager","https://www.naukri.com/job-listings-Apps-Development-Sr-Manager-Citicorp-Services-India-Pvt-Ltd-Pune-8-to-12-years-270219903612?src=premjobsearchDesk&sid=15517073963771&xp=15&px=43","Apps Development Sr Manager","Citicorp Services India Pvt Ltd","Pune","Unix     Linux     Hibernate     JSP     Project management     Shell scripting     SyBase     Production support     JMS     Application development","8 - 12 yrs"
"1551708101-1900","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Ruby on Rails Developer - Delhi","https://www.naukri.com/job-listings-Ruby-on-Rails-Developer-Delhi-Vinayak-Solutions-Pvt-Limited-Delhi-NCR-1-to-6-years-230218005107?src=premjobsearchDesk&sid=15517080816325&xp=33&px=38","Ruby on Rails Developer - Delhi","Vinayak Solutions Pvt. Limited","Delhi NCR","javascript     html     css     jquery     mvc     ruby     solr     design patterns     web technologies     ruby rails     rails developer     ruby rails developer     ruby on rails     ruby meta programming     nosql     mongodb     cassandra     memcached     ROR","1 - 6 yrs"
"1551711080-2940","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Senior Android Developer - Sdk/oops","https://www.naukri.com/job-listings-Senior-Android-Developer-Sdk-oops-TalentStack-The-Hiring-Story-Bengaluru-3-to-6-years-040319001753?src=premjobsearchDesk&sid=15517110881881&xp=43&px=3","Senior Android Developer - Sdk/oops","TalentStack/The Hiring Story","Bengaluru","android development     algorithms     object oriented programming     oops     user experience     front end     Android     SDKs","3 - 6 yrs"
"1551706654-1372","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Application Developer - C#/java/ror","https://www.naukri.com/job-listings-Application-Developer-C-java-ror-Talpro-Delhi-NCR-Bengaluru-Chennai-Hyderabad-Pune-Gurgaon-3-to-5-years-270219002400?src=premjobsearchDesk&sid=15517065763070&xp=11&px=49","Application Developer - C#/java/ror","Talpro","Delhi NCR,    Bengaluru,    Chennai,    Hyderabad,    Pune,    Gurgaon","TDD     C#     Java     Design Patterns     Oracle     SQL Server     Ruby     Scrum     Agile     Application Development","3 - 5 yrs"
"1551708705-2109","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","AEM Developer - Java/j2ee Technologies","https://www.naukri.com/job-listings-AEM-Developer-Java-j2ee-Technologies-Cognizant-Gurgaon-3-to-6-years-260219006870?src=premjobsearchDesk&sid=1551708654279&xp=24&px=34","AEM Developer - Java/j2ee Technologies","Cognizant","Gurgaon","Java     J2Ee     Osgi     Gradle     Maven     ExtJS     Aem     Rest     Jenkins     Design Patterns     AEM Developer","3 - 6 yrs"
"1551707780-1788","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","HVAC Sales Engineers / Asst. Manager / Manager","https://www.naukri.com/job-listings-HVAC-Sales-Engineers-Asst-Manager-Manager-Reynold-India-Pvt-Ltd-Bengaluru-Chennai-3-to-5-years-280219901410?src=premjobsearchDesk&sid=15517077946212&xp=45&px=40","HVAC Sales Engineers / Asst. Manager / Manager","Reynold India Pvt Ltd","Bengaluru,    Chennai","hvac sales     after sales support     customer satisfaction     general management     sales","3 - 5 yrs"
"1551710941-2892","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Vc++/c++ Engineers","https://www.naukri.com/job-listings-Vc-c-Engineers-Aptiv-Components-India-Private-Limited-Bengaluru-Whitefield-4-to-9-years-070119000663?src=premjobsearchDesk&sid=15517109462706&xp=41&px=8","Vc++/c++ Engineers","Aptiv Components India Private Limited","Bengaluru(Whitefield)","C++     C     STL     VC++     Simulink     HIL     Design Patterns     OOPS     SIL     MATLAB","4 - 9 yrs"
"1551711217-2990","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Natural Language Processing Engineer - Machine Learning/data Mining","https://www.naukri.com/job-listings-Natural-Language-Processing-Engineer-Machine-Learning-data-Mining-Engage-IT-Manpower-Bengaluru-4-to-9-years-040319900412?src=premjobsearchDesk&sid=15517112251550&xp=43&px=2","Natural Language Processing Engineer - Machine Learning/data Mining","Engage IT Manpower","Bengaluru","Natural Language Processing     R     Pattern Recognition     Data Analysis     Analytics     Machine Learning     Data Mining     Predictive Modeling     Statistical Analysis     Data Structures","4 - 9 yrs"
"1551708358-1991","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Vice President - IT Audit & Risk","https://www.naukri.com/job-listings-Vice-President-IT-Audit-Risk-hCapital-Business-Consulting-Private-Limited-Mumbai-10-to-18-years-250219900403?src=premjobsearchDesk&sid=15517083601050&xp=42&px=36","Vice President - IT Audit & Risk","hCapital Business Consulting Private Limited","Mumbai","auditing     data analytics     data analysis     risk management     risk assessment     technology risk     audit report     audit planning     quality assurance     IT Audit Head     IT Project Management     IT Risk Management","10 - 18 yrs"
